step,losses/eval.total_loss,losses/train.loss_box_reg,losses/train.loss_classifier,losses/train.loss_objectness,losses/train.loss_rpn_box_reg,losses/train.total_loss,metrics/test.mAP@50,metrics/test.mAP@50:95,metrics/test.mAP@75,metrics/test.mAR@50,metrics/test.mAR@50:95,metrics/test.mAR@75
1,,0.3112045228481293,0.34510257840156555,0.015690390020608902,0.0026862178351469575,0.6746837129287749,,,,,,
2,,0.5162808895111084,0.23820626735687256,0.002489248989149928,0.0016784273051519976,0.7586548533450234,,,,,,
3,,0.6038076281547546,0.23037323355674744,0.0026745202485471964,0.001574364947793108,0.8384297670660743,,,,,,
4,,0.6990140676498413,0.23641285300254822,0.0008965582819655538,0.0012928670665636785,0.937616357648578,,,,,,
5,,0.7498393058776855,0.24911928176879883,0.002600794890895486,0.00148005730849603,1.0030394118694357,,,,,,
6,,0.6341027617454529,0.18973152339458466,6.027406925568357e-05,0.0012506919853869432,0.8251452701646333,,,,,,
7,,0.569819450378418,0.17657417058944702,0.0002889379393309355,0.0009340459914867917,0.7476166559621191,,,,,,
8,,0.5098974108695984,0.12792259454727173,0.0005666405777446926,0.0008197074703747844,0.6392064275755962,,,,,,
9,,0.4875105321407318,0.13108111917972565,0.00031475821742787957,0.0007602695725166752,0.6196666910613537,,,,,,
10,nan,0.4196070432662964,0.09543146193027496,0.00016282095748465508,0.0005748844117765217,0.5157762091068114,100.0,80.0,100.0,100.0,80.0,100.0
11,,0.5115218162536621,0.11308461427688599,0.00026797427562996745,0.000673591243518701,0.6255479942575136,,,,,,
12,,0.5206565856933594,0.11893545836210251,6.947023939574137e-05,0.0007135739464951167,0.6403750373161596,,,,,,
13,,0.5128547549247742,0.09932608902454376,2.4003058570087887e-05,0.0007264179610615484,0.6129312666026893,,,,,,
14,,0.4998042583465576,0.10522488504648209,0.00042292612488381565,0.0007380597188601928,0.6061900725777529,,,,,,
15,,0.46954476833343506,0.0871845930814743,0.00013605448475573212,0.000776569671975357,0.5576419326126256,,,,,,
16,,0.4774704873561859,0.11794126778841019,0.00034818111453205347,0.0006394667091837117,0.596399409640748,,,,,,
17,,0.48051130771636963,0.1085527092218399,4.020136839244515e-05,0.0007494552599874723,0.5898537043530808,,,,,,
18,,0.4151584506034851,0.07607700675725937,8.897022780729458e-05,0.0005804069792147747,0.49190483740883656,,,,,,
19,,0.4284595549106598,0.09948524087667465,5.4877815273357555e-05,0.0006011942286879802,0.5286008713848351,,,,,,
20,nan,0.4521312713623047,0.07048092037439346,7.530836592195556e-05,0.0005608470255048987,0.5232483474662654,100.0,74.45544554455445,100.0,100.0,77.5,100.0
21,,0.5032535195350647,0.09140454232692719,8.983992302091792e-05,0.0009455191433020979,0.5956934020678839,,,,,,
22,,0.3943305015563965,0.09356137365102768,3.773884236579761e-05,0.0007592753969260963,0.48868890004931814,,,,,,
23,,0.3987761437892914,0.11269012093544006,6.913088873261586e-05,0.0006582630578843098,0.5121936056445523,,,,,,
24,,0.37458691000938416,0.07751636207103729,8.250996324932203e-05,0.0005312546600387231,0.4527170644683808,,,,,,
25,,0.32364678382873535,0.0900760218501091,1.126725419453578e-05,0.0004561192949572447,0.4141902059370971,,,,,,
26,,0.42598092555999756,0.08883009105920792,2.215076528955251e-05,0.0005900930439478483,0.5154232743561576,,,,,,
27,,0.3469586968421936,0.08489909023046494,0.00012464994506444782,0.0005669992152368744,0.4325494214627659,,,,,,
28,,0.41699403524398804,0.09301231801509857,0.00013808152289129794,0.0009848134376897564,0.5111292479148434,,,,,,
29,,0.3538486063480377,0.1093355119228363,0.0001623365969862789,0.0006496618745161265,0.4639961204538807,,,,,,
30,nan,0.39896783232688904,0.09668654948472977,0.00027625911752693355,0.0008859853897287513,0.4968165901244318,100.0,80.0,100.0,100.0,80.0,100.0
31,,0.3478979170322418,0.09951011091470718,5.305728336679749e-05,0.0006083600224624838,0.44806943198583543,,,,,,
32,,0.37155798077583313,0.12206222116947174,4.022392022307031e-05,0.0004182175024866699,0.49407864768131715,,,,,,
33,,0.4543543756008148,0.09428144246339798,6.000469147693366e-05,0.0004950231552375168,0.5491908187853912,,,,,,
34,,0.39479583501815796,0.09444340318441391,0.0006629615090787411,0.0008993676770213965,0.4908015912844485,,,,,,
35,,0.3519982397556305,0.08926168829202652,8.391303708776832e-05,0.0004817291793587593,0.4418256048792804,,,,,,
36,,0.42358192801475525,0.10885779559612274,4.1098541259998456e-05,0.0005665910522803273,0.5330473544217652,,,,,,
37,,0.4215323328971863,0.1065809354186058,0.00013408913218881935,0.0006409460688168959,0.5288883118948715,,,,,,
38,,0.41161099076271057,0.11863569170236588,2.8018554075970314e-05,0.00041913567172962077,0.530693866239599,,,,,,
39,,0.40393537282943726,0.1018896996974945,2.0270445020287298e-05,0.000487801968241602,0.5063331366432087,,,,,,
40,nan,0.4557817280292511,0.09159041941165924,2.8968868718948215e-05,0.00047298565752309265,0.5478740986029793,100.0,80.71782178217822,100.0,100.0,82.5,100.0
41,,0.33613842725753784,0.09013952314853668,1.535322553536389e-05,0.00041484730813089816,0.4267081239506291,,,,,,
42,,0.3809428811073303,0.08196403831243515,2.4963765099528246e-05,0.0005778410971504184,0.46350975574430914,,,,,,
43,,0.3993402421474457,0.08279342204332352,5.592404704657383e-05,0.0004526279311230561,0.4826421873578699,,,,,,
44,,0.3429982662200928,0.06088152155280113,5.5649270507274196e-05,0.00048457281525784095,0.40441997191779516,,,,,,
45,,0.360353946685791,0.08575398474931717,0.00010075415048049763,0.0005938088801074826,0.4468024840269946,,,,,,
46,,0.4160653054714203,0.07424858212471008,1.462312775402097e-05,0.0005919533880574502,0.49092045951348884,,,,,,
47,,0.3583085536956787,0.06651610136032104,0.00025501466006971896,0.000519977282841983,0.42559968247648083,,,,,,
48,,0.41361069679260254,0.0871741995215416,4.542883834801614e-05,0.0007244329289295718,0.5015547252385151,,,,,,
49,,0.41811537742614746,0.11638790369033813,0.00011337424803059548,0.0005278076272459023,0.535144446386495,,,,,,
50,nan,0.36543163657188416,0.09577645361423492,7.970637852849904e-06,0.000560589199685173,0.46177662464573915,100.0,78.86138613861387,100.0,100.0,80.0,100.0
51,,0.30670061707496643,0.08517824858427048,3.0546594643965364e-05,0.00039426289640553117,0.3923037054443103,,,,,,
52,,0.36816149950027466,0.08057849109172821,1.0807405487867072e-05,0.0004991221859615336,0.4492499191588825,,,,,,
53,,0.3532763719558716,0.08653321117162704,9.387549653183669e-06,0.0003924942601624165,0.44021144600259193,,,,,,
54,,0.3438570201396942,0.08914067596197128,0.00021899949933867902,0.000489781299087439,0.4337064746690532,,,,,,
55,,0.39209142327308655,0.07616548240184784,2.085628693748731e-05,0.0004582573073758423,0.46873604970467414,,,,,,
56,,0.356327623128891,0.08422499895095825,6.098648373153992e-05,0.0006065279517370899,0.44122009852582,,,,,,
57,,0.3968617916107178,0.10477638989686966,7.09139130776748e-05,0.0004320013903095728,0.5021411286988164,,,,,,
58,,0.3611595630645752,0.09443969279527664,1.2154551768617239e-05,0.0005314958585212379,0.4561429304766305,,,,,,
59,,0.3572975993156433,0.08376708626747131,7.54053980926983e-05,0.0005028986233120341,0.4416429497701832,,,,,,
60,nan,0.36953043937683105,0.08677373081445694,1.6194466297747567e-05,0.00046321514185629017,0.4567835867186862,100.0,80.64356435643565,100.0,100.0,82.5,100.0
61,,0.34775567054748535,0.0744209885597229,1.1293643183307722e-05,0.00040596609795520906,0.42259391714826183,,,,,,
62,,0.3713083863258362,0.062230322510004044,1.217319459101418e-05,0.00040597196190185296,0.43395685024277375,,,,,,
63,,0.30503809452056885,0.062546007335186,6.048889918019995e-05,0.0004009996325476177,0.3680456247112383,,,,,,
64,,0.4048977792263031,0.0735420510172844,8.848299330566078e-05,0.000821725536689347,0.4793500248565903,,,,,,
65,,0.3379721939563751,0.09192917495965958,2.1588688468909822e-05,0.0005360571124655472,0.4304590475153585,,,,,,
66,,0.33883798122406006,0.06839492917060852,0.0001027242760756053,0.000376141971222579,0.4077118020484619,,,,,,
67,,0.3476809859275818,0.06944985687732697,0.00022642228577751666,0.0006501929499627266,0.41800744272360935,,,,,,
68,,0.35837626457214355,0.08165659010410309,0.00012117413280066103,0.0005835218674827156,0.44073758376528754,,,,,,
69,,0.34560051560401917,0.07158662378787994,2.4488370399922132e-05,0.0004887489594952002,0.4177003604696026,,,,,,
70,nan,0.3267627954483032,0.06915661692619324,9.970422979677096e-05,0.0005394342887452959,0.3965585619007965,100.0,79.48019801980199,100.0,100.0,80.0,100.0
71,,0.3347892165184021,0.06070389226078987,2.3007958589005284e-05,0.000620731076779476,0.39613687322785296,,,,,,
72,,0.3114319145679474,0.06677506119012833,2.5649093004176393e-05,0.0005037740576950478,0.37873637236244356,,,,,,
73,,0.33046871423721313,0.056981611996889114,1.2864249583799392e-05,0.0004900130736530953,0.3879531836185347,,,,,,
74,,0.3385235667228699,0.08515757322311401,6.0878537624375895e-06,0.0005151114861098622,0.42420235100675374,,,,,,
75,,0.33202114701271057,0.06390783935785294,3.793958967435174e-05,0.0005772799831513196,0.39654418098589717,,,,,,
76,,0.3026654124259949,0.08609312772750854,0.0007300958386622369,0.0005182101667553222,0.3900068668287677,,,,,,
77,,0.3209250867366791,0.08062659204006195,0.0001568897714605555,0.00044679811922718703,0.40215539004469764,,,,,,
78,,0.3098503351211548,0.0694814920425415,2.8357035262160935e-05,0.0006023338417810656,0.3799625197778744,,,,,,
79,,0.23625607788562775,0.05909902974963188,5.291008346830495e-05,0.0003714106616640608,0.29577946673024136,,,,,,
80,nan,0.2886713445186615,0.08944060653448105,4.5080549170961604e-05,0.0005198263678606464,0.3786768234352243,100.0,76.38613861386139,100.0,100.0,80.0,100.0
81,,0.2664598822593689,0.0660356879234314,0.00023786623205523938,0.0004901755307285824,0.33322364196771703,,,,,,
82,,0.29926565289497375,0.05687342956662178,0.00029040337540209293,0.0006199618867819978,0.3570494266097165,,,,,,
83,,0.30576837062835693,0.0789281353354454,0.00014590431237593293,0.000543774180763444,0.38538616192444985,,,,,,
84,,0.2796781659126282,0.07150676846504211,0.00018023194570560008,0.0004343520701626152,0.35179956108809185,,,,,,
85,,0.2569482922554016,0.06660878658294678,7.012040441622958e-05,0.0005319841864789572,0.32415919328127313,,,,,,
86,,0.25044339895248413,0.06715387105941772,0.00020905770361423492,0.0004509427148530855,0.318257270724471,,,,,,
87,,0.2600189447402954,0.06279103457927704,3.1816277896723477e-06,0.000374671886890861,0.3231878460350301,,,,,,
88,,0.2698392868041992,0.07987460494041443,8.840597729431465e-06,0.0003849877350869566,0.35010772616185387,,,,,,
89,,0.24646876752376556,0.045749977231025696,2.32475340453675e-05,0.00036844168426248256,0.2926104574452426,,,,,,
90,nan,0.2634614109992981,0.08169186115264893,1.2856979992648121e-05,0.0003920531545607778,0.34555821265419345,100.0,79.48019801980199,100.0,100.0,80.0,100.0
91,,0.300344318151474,0.08665390312671661,0.00023645657347515225,0.0006044282315404905,0.3878390908419898,,,,,,
92,,0.2752775549888611,0.06992235779762268,5.105732998345047e-05,0.00047846525496530995,0.34572942245928834,,,,,,
93,,0.27130991220474243,0.06632953137159348,1.7808959455578588e-05,0.0003885413637197527,0.33804577918130213,,,,,,
94,,0.3065289855003357,0.06732910126447678,0.00011828387505374849,0.0004523811752972888,0.37442877350364434,,,,,,
95,,0.3674471378326416,0.07289993017911911,3.343864227645099e-05,0.00048062391301030214,0.4408611171900079,,,,,,
96,,0.2912040054798126,0.0840851292014122,0.00033305451506748796,0.0005166133061756624,0.3761387818816382,,,,,,
97,,0.3019665479660034,0.0719802975654602,0.00010644209396559745,0.00045499173188430085,0.37450824998465554,,,,,,
98,,0.26508018374443054,0.07071465253829956,0.00010496898903511465,0.0004980116974036641,0.33639776146816425,,,,,,
99,,0.2738752067089081,0.07585553079843521,5.579851404036162e-06,0.00039971188241612527,0.35013603987409,,,,,,
100,nan,0.3185168206691742,0.0701260045170784,2.5090514100156724e-05,0.00035489144463758286,0.3890228292539449,100.0,76.93069306930693,100.0,100.0,80.0,100.0
101,,0.25420498847961426,0.06464643776416779,4.151232496951707e-05,0.00036638908640094115,0.31925931790709255,,,,,,
102,,0.28220632672309875,0.054707400500774384,7.166172872530296e-05,0.0004542968246586325,0.33743971088811864,,,,,,
103,,0.2963705062866211,0.07609823346138,6.431063411582727e-06,0.00046520074144382065,0.3729403908295968,,,,,,
104,,0.30040067434310913,0.08110568672418594,0.0001193711650557816,0.00042054774463079323,0.382046266132749,,,,,,
105,,0.269169420003891,0.06291216611862183,5.466006768983789e-05,0.0004043599815033469,0.3325405701336964,,,,,,
106,,0.2618826925754547,0.06740078330039978,0.0005355795146897435,0.0004632802979829,0.33028230047595586,,,,,,
107,,0.27392569184303284,0.048349376767873764,6.932581163709983e-05,0.0005420760971477997,0.32288647647793495,,,,,,
108,,0.2736233174800873,0.06644243001937866,1.7221665984834544e-05,0.00045460716488678645,0.340537588641545,,,,,,
109,,0.262179970741272,0.0655333548784256,0.00011810129944933578,0.0003555425009590969,0.3281869698225813,,,,,,
110,nan,0.2657889127731323,0.06721721589565277,3.421220390009694e-05,0.00045720511229683174,0.33349752233869423,100.0,76.79867986798679,100.0,100.0,80.0,100.0
111,,0.23644506931304932,0.07315569370985031,1.542127938591875e-05,0.00036395811706994895,0.3099801388910905,,,,,,
112,,0.2892676293849945,0.07409372180700302,0.00032658237614668906,0.00040741354132772437,0.3640953305432653,,,,,,
113,,0.2912934720516205,0.0640779659152031,0.00016251305351033807,0.0005566342771124937,0.3560905984248057,,,,,,
114,,0.2464108169078827,0.07804711908102036,4.8749403504189104e-05,0.0005442572926937386,0.32505094605769874,,,,,,
115,,0.2883451282978058,0.08353420346975327,1.159914336312795e-05,0.00041005312255338304,0.37230098309128684,,,,,,
116,,0.26645079255104065,0.04652175307273865,9.1137317212997e-06,0.0003230390910610891,0.3133046553065474,,,,,,
117,,0.2682850956916809,0.07926224172115326,1.3346902051125653e-05,0.00040118271876535147,0.34796188314003595,,,,,,
118,,0.2870742678642273,0.06477341055870056,3.7885811252635904e-06,0.0004920132848326832,0.35234347670073773,,,,,,
119,,0.25743600726127625,0.06444273144006729,5.586492989095859e-05,0.0004327975479126012,0.32236735844993725,,,,,,
120,nan,0.28029388189315796,0.07419660687446594,4.275625178706832e-05,0.0004227955722477546,0.35495603979072887,100.0,78.16831683168317,100.0,100.0,82.5,100.0
121,,0.2873864769935608,0.05798007920384407,0.0005314551526680589,0.0004992133239794856,0.34639720776932226,,,,,,
122,,0.2042393535375595,0.060061849653720856,0.00013496172323357314,0.00042560708501478275,0.2648617528392517,,,,,,
123,,0.2481466382741928,0.07638765871524811,2.6224535758956335e-05,0.00041510950679096183,0.3249756429315323,,,,,,
124,,0.2577194571495056,0.06173531711101532,1.5481815353268757e-05,0.00046791859007927657,0.3199382134883571,,,,,,
125,,0.28036585450172424,0.057301972061395645,8.526204510417301e-06,0.0003713579236205496,0.33804773608668853,,,,,,
126,,0.2597786486148834,0.06519808620214462,8.067563612712547e-06,0.00038354949477625047,0.3253683785833512,,,,,,
127,,0.27398210763931274,0.06311040371656418,6.0786496760556474e-06,0.00043426769392488794,0.33753286372330055,,,,,,
128,,0.2598973214626312,0.05588966980576515,4.9981550546362996e-05,0.00034935597047628655,0.3161863372034896,,,,,,
129,,0.27486851811408997,0.04656609147787094,9.595941264706198e-06,0.00044870607522736334,0.3218928928003419,,,,,,
130,nan,0.28348779678344727,0.0575275793671608,1.4297162124421448e-05,0.00041956949375804634,0.34144923428940777,100.0,82.52475247524752,100.0,100.0,85.0,100.0
131,,0.2586432099342346,0.051795780658721924,0.00014053037739358842,0.0003810464281429685,0.3109605811952405,,,,,,
132,,0.2078516185283661,0.04852193966507912,1.72964373632567e-05,0.0005390153865039124,0.25692985824069625,,,,,,
133,,0.24050195515155792,0.04684997349977493,0.0001981743989745155,0.0004461275099039422,0.2879962057246874,,,,,,
134,,0.2549647390842438,0.06906150281429291,9.195008715323638e-06,0.0005758617182497414,0.32461130439758595,,,,,,
135,,0.2068711519241333,0.06459802389144897,1.728281677060295e-05,0.00043024607109516596,0.2719166943912142,,,,,,
136,,0.3231586813926697,0.08523981273174286,8.850660378811881e-05,0.0005155642916725924,0.4090026022923064,,,,,,
137,,0.28079459071159363,0.05717375501990318,1.2606545169546735e-05,0.00036360731119649273,0.33834456197394613,,,,,,
138,,0.26444315910339355,0.0711837038397789,6.658049642283004e-06,0.0005135950366744211,0.33614715546359974,,,,,,
139,,0.2980712354183197,0.06487800925970078,3.9508169720647857e-05,0.0005183923453096255,0.3635071221594752,,,,,,
140,nan,0.27536696195602417,0.05217527225613594,9.56973872234812e-06,0.00047062903948411115,0.32802244028676386,100.0,76.38613861386139,100.0,100.0,77.5,100.0
141,,0.2871386408805847,0.07132575660943985,8.786106627667323e-05,0.00037305508027095786,0.3589253203063276,,,,,,
142,,0.2734370231628418,0.08548079431056976,1.8786089640343562e-05,0.00042236493447285196,0.35935897512496484,,,,,,
143,,0.2473897933959961,0.08471313118934631,6.434347596950829e-06,0.0003237971988052453,0.33243315908578336,,,,,,
144,,0.2576248347759247,0.05794648081064224,9.280985977966338e-06,0.0006995975136287948,0.3162801686819762,,,,,,
145,,0.24488508701324463,0.05515138804912567,2.946338781839586e-06,0.0003526221342635603,0.30039204439142975,,,,,,
146,,0.2127498835325241,0.05093163624405861,2.0390467398101464e-05,0.00027618537011209416,0.2639780911116154,,,,,,
147,,0.2338600903749466,0.07166725397109985,4.029923729831353e-06,0.00027347023233366576,0.30580483014722004,,,,,,
148,,0.23646382987499237,0.07983982563018799,7.303813163161976e-06,0.0003575441366818279,0.3166684892507046,,,,,,
149,,0.23797482252120972,0.07492827624082565,6.046791895641945e-06,0.00028253510826386287,0.31319167830085937,,,,,,
150,nan,0.23702611029148102,0.08012823015451431,5.4540185374207795e-05,0.00040006070230851277,0.3176089353788812,100.0,79.00990099009901,100.0,100.0,82.5,100.0
151,,0.22721579670906067,0.07936257123947144,5.224608685239218e-05,0.000321094145057523,0.3069517211521341,,,,,,
152,,0.2359345406293869,0.07577735185623169,1.9851391698466614e-05,0.00035299078044664554,0.3120847577878415,,,,,,
153,,0.26837193965911865,0.07132536172866821,2.062309613393154e-05,0.0004846074087744311,0.34020254955173157,,,,,,
154,,0.2516063451766968,0.06966103613376617,6.803779342590133e-06,0.0003902312069474607,0.32166440009436814,,,,,,
155,,0.28843873739242554,0.06834910809993744,1.9461464034975506e-05,0.00045054895815099897,0.3572578507594373,,,,,,
156,,0.23704363405704498,0.06580225378274918,4.810371137864422e-06,0.0003562075956921235,0.30320689630532444,,,,,,
157,,0.2557668685913086,0.07521993666887283,0.00016978754138108343,0.0005332312040640713,0.3316898212752277,,,,,,
158,,0.23109975457191467,0.09236591309309006,2.38369593716925e-05,0.00043876303786960914,0.32392824177812257,,,,,,
159,,0.25643038749694824,0.06024928018450737,0.0002740142517723143,0.0004257841113673591,0.3173794746378842,,,,,,
160,nan,0.27251777052879333,0.05534488335251808,9.785334987100214e-05,0.0004788327994472769,0.328439302608465,100.0,75.64356435643565,100.0,100.0,77.5,100.0
161,,0.18825437128543854,0.08913951367139816,0.0008229349623434246,0.00040142579610993444,0.27861824061446083,,,,,,
162,,0.1633959412574768,0.07487567514181137,5.2298444643383846e-05,0.0003938948019483952,0.23871782324713392,,,,,,
163,,0.16427740454673767,0.07211148738861084,4.620267645805143e-05,0.00035587878227870883,0.23679096431732818,,,,,,
164,,0.13361947238445282,0.05763624981045723,2.0851491626672214e-06,0.00025229055226143153,0.19151010498784388,,,,,,
165,,0.13558654487133026,0.06608801335096359,1.5248195268213749e-05,0.00023371042932179275,0.2019235142060942,,,,,,
166,,0.13532038033008575,0.0476539209485054,0.001310420804657042,0.0003877502887542814,0.18467248870078318,,,,,,
167,,0.14390096068382263,0.053113486617803574,5.815194072056329e-06,0.00027434767472581047,0.197294596870907,,,,,,
168,,0.12399425357580185,0.05396787077188492,5.374215561460005e-06,0.00023213950844952,0.17819963258766006,,,,,,
169,,0.13197283446788788,0.05195634812116623,7.536807243013754e-05,0.00013990256223784465,0.1841444581411206,,,,,,
170,nan,0.12291460484266281,0.047359660267829895,0.00022675562649965286,0.0002477707584099136,0.1707487923041824,100.0,78.16831683168317,100.0,100.0,82.5,100.0
171,,0.11025065183639526,0.03711164742708206,9.364652214571834e-05,0.00021000758422003255,0.14766595275406733,,,,,,
172,,0.10161138325929642,0.04379533231258392,5.497791789821349e-06,0.00015281552115354612,0.14556502467079965,,,,,,
173,,0.10243425518274307,0.04121183231472969,5.116960528539494e-05,0.00014220169822072646,0.14383945725885883,,,,,,
174,,0.11324546486139297,0.04046674817800522,1.7642021703068167e-05,0.0001566177444562264,0.15388646013198815,,,,,,
175,,0.12010426074266434,0.043940551578998566,0.00014055245264898986,0.00020938028242009678,0.16439473692527495,,,,,,
176,,0.11902796477079391,0.038793280720710754,6.666508852504194e-06,0.00025100243226825586,0.15807891631594964,,,,,,
177,,0.10264510661363602,0.048536356538534164,8.871954923961312e-05,0.00018237663447121162,0.15145255973184632,,,,,,
178,,0.11103349179029465,0.042618460953235626,0.0003385971358511597,0.00021541062173039487,0.15420595424072472,,,,,,
179,,0.10712971538305283,0.03150029480457306,0.00016040302580222487,0.00020412292790096317,0.13899452083271427,,,,,,
180,nan,0.10674254596233368,0.048423558473587036,7.519553491874831e-06,0.00017573825799339113,0.15534935841807423,100.0,81.28712871287128,100.0,100.0,85.0,100.0
181,,0.10832536965608597,0.04158034920692444,3.036463021999225e-05,0.00015322360905984373,0.15008930540163093,,,,,,
182,,0.09998490661382675,0.032784026116132736,3.761564221349545e-05,0.00019690877840396241,0.1330034420397533,,,,,,
183,,0.10655281692743301,0.02870422974228859,8.975918899523094e-05,0.0002045752557105118,0.13555137068798007,,,,,,
184,,0.10301028937101364,0.032587695866823196,1.0736214790085796e-05,0.00016747423515839924,0.13577620443564045,,,,,,
185,,0.10544824600219727,0.03244210034608841,1.0483404366823379e-05,0.00017454594576313224,0.13807536807996143,,,,,,
186,,0.09873496741056442,0.03134079650044441,3.5387918160267873e-06,0.00018271455040469272,0.13026202207028448,,,,,,
187,,0.0899396538734436,0.0396859347820282,1.6845501704665367e-06,0.00015501192004446621,0.1297822883035809,,,,,,
188,,0.10766632854938507,0.031984880566596985,2.0882216631434858e-05,0.0001892603462354344,0.13986136003241414,,,,,,
189,,0.09441640973091125,0.028759896755218506,8.295870429719798e-06,0.00019754349436661598,0.12338214115324234,,,,,,
190,nan,0.09985163062810898,0.028383713215589523,2.043452013822389e-06,0.0001466690039865201,0.12838404690520497,100.0,76.50165016501651,100.0,100.0,80.0,100.0
191,,0.08521735668182373,0.02904878742992878,2.6647618142305873e-05,0.00017412999786870178,0.1144669259638069,,,,,,
192,,0.10011035948991776,0.04011715576052666,2.821784391926485e-06,0.0001355096754513407,0.14036583820630877,,,,,,
193,,0.09520450234413147,0.03241340443491936,1.8934073523269035e-05,0.00017945216050628508,0.1278162956685177,,,,,,
194,,0.09631811827421188,0.03008924424648285,0.0005848965374752879,0.00016772207288402404,0.1271599840414371,,,,,,
195,,0.10240735858678818,0.02052251063287258,4.431505658430979e-06,0.00015089147265787974,0.12308518849394022,,,,,,
196,,0.0804704800248146,0.03103633038699627,7.450629709637724e-06,0.00011926231696138637,0.11163352794147356,,,,,,
197,,0.0809996947646141,0.03077353909611702,7.417940537379764e-07,0.0001222672157186402,0.11189624427186431,,,,,,
198,,0.08121460676193237,0.030064495280385017,2.0501336166489637e-06,0.0001431958469945711,0.11142436444508806,,,,,,
199,,0.08696950227022171,0.031110011041164398,5.468235485750483e-06,0.00013751229977572105,0.11822249546471049,,,,,,
200,nan,0.07915844768285751,0.0340033583343029,1.5049469766381662e-05,0.00013369391091682978,0.11331055233115551,100.0,81.28712871287128,100.0,100.0,85.0,100.0
